City_ID,City Name,Country,City Lat,City Lon,Max Temp,Wind,Date,Humidity,Cloudiness,Description,Max Temp (f)
294,Saint-Pierre,RE,-21.3393,55.4781,21.82,1.54,1703717290,46,0,clear sky,71.27600000000001
296,Salinas,US,36.6777,-121.6555,19.34,9.77,1703717291,66,75,broken clouds,66.812
301,Zaghouan,TN,36.4029,10.1429,10.28,1.85,1703717292,86,1,clear sky,50.504
303,Gunupur,IN,19.0833,83.8167,16.29,0.7,1703717292,84,24,few clouds,61.322
304,Zalanga,NG,10.6143,10.1765,16.8,2.6,1703717293,28,31,scattered clouds,62.24
311,Mazara del Vallo,IT,37.6641,12.588,12.97,3.12,1703717294,79,0,clear sky,55.346000000000004
312,Kruisfontein,ZA,-34.0033,24.7314,18.82,5.25,1703717294,87,100,overcast clouds,65.876
314,Saint-Jean-de-Monts,FR,46.7833,-2.0667,12.86,8.11,1703717295,82,100,overcast clouds,55.147999999999996
316,Saldanha,ZA,-33.0117,17.9442,18.14,2.61,1703717295,82,100,overcast clouds,64.652
319,El Calafate,AR,-50.3408,-72.2768,12.17,9.98,1703717296,47,27,scattered clouds,53.906
320,Hūn,LY,29.1268,15.9477,11.79,1.47,1703717296,36,80,broken clouds,53.221999999999994
327,Santa Rosalía,MX,27.3167,-112.2833,19.99,3.93,1703717121,34,25,scattered clouds,67.982
330,Vila Franca do Campo,PT,37.7167,-25.4333,12.4,2.9,1703717298,67,20,few clouds,54.32
332,Shenjiamen,CN,29.9576,122.298,10.86,3.47,1703717299,88,9,clear sky,51.548
333,Timbuktu,ML,16.7735,-3.0074,21.52,4.24,1703717299,11,0,clear sky,70.73599999999999
334,Santa Ana,US,33.7456,-117.8678,21.38,2.57,1703717016,72,75,haze,70.48400000000001
337,Margate,GB,51.3813,1.3862,10.94,6.26,1703717300,79,100,overcast clouds,51.692
338,Langueux,FR,48.495,-2.7185,10.78,7.72,1703717300,84,20,few clouds,51.403999999999996
344,Victorica,AR,-36.2151,-65.4359,21.91,2.86,1703717302,79,100,moderate rain,71.438
345,Kabala,SL,9.5833,-11.55,20.85,0.48,1703717302,17,4,clear sky,69.53
349,Port Alfred,ZA,-33.5906,26.891,16.77,3.13,1703717303,95,100,light rain,62.186
350,Bogale,MM,16.2833,95.4,21.6,2.45,1703717303,72,0,clear sky,70.88
355,Rosarito,MX,32.3333,-117.0333,21.07,3.71,1703717304,66,100,overcast clouds,69.926
357,Bodri,IN,23.1667,81.4333,12.68,0.52,1703717305,54,7,clear sky,54.824
360,Kataba,YE,13.9833,44.3833,12.8,1.57,1703717306,50,97,overcast clouds,55.040000000000006
366,Laguna,US,38.421,-121.4238,16.21,3.09,1703717307,80,100,overcast clouds,61.178
375,Codrington,AU,-38.2667,141.9667,15.79,3.9,1703717309,81,100,overcast clouds,60.422
377,Ishigaki,JP,24.3448,124.1572,21.07,5.66,1703717309,100,75,mist,69.926
381,Kabare,CD,-2.4683,28.8242,16.13,0.39,1703717310,95,100,overcast clouds,61.034
382,Luau,AO,-10.7073,22.2247,18.56,1.57,1703717310,99,98,moderate rain,65.408
384,Harnai,PK,30.1005,67.9374,10.97,0.6,1703717059,29,0,clear sky,51.746
389,Mogador,MA,31.5125,-9.77,10.72,1.54,1703717312,62,1,clear sky,51.29600000000001
390,Merced,US,37.1666,-120.7516,16.83,1.32,1703717071,80,100,overcast clouds,62.294
394,Erigavo,SO,10.6162,47.368,15.29,1.52,1703717313,79,47,scattered clouds,59.522
401,Ain Sukhna,EG,29.6002,32.3167,16.02,3.9,1703717314,89,22,few clouds,60.836
402,Duki,PK,30.1541,68.5728,10.22,1.09,1703717315,31,0,clear sky,50.396
405,Bukama,CD,-9.2,25.85,19.78,2.17,1703717315,99,100,overcast clouds,67.60400000000001
406,Vredendal,ZA,-31.6683,18.5012,19.55,2.1,1703717315,66,99,overcast clouds,67.19
408,Chui,UY,-33.6971,-53.4616,19.33,3.55,1703717316,74,44,scattered clouds,66.794
412,Coquimbo,CL,-29.9533,-71.3436,18.85,6.69,1703717256,77,40,scattered clouds,65.93
424,Bhadohi,IN,25.4167,82.5667,13.4,0.94,1703717319,67,7,clear sky,56.120000000000005
426,Cidreira,BR,-30.1811,-50.2056,21.19,6.18,1703717319,71,2,clear sky,70.142
430,Stephenville,US,32.2207,-98.2023,10.64,3.13,1703717320,53,9,clear sky,51.152
434,Mugia,ES,43.1041,-9.2179,13.84,1.95,1703717321,93,100,light rain,56.912
440,Rome,US,43.2128,-75.4557,10.6,3.6,1703717322,96,100,overcast clouds,51.08
443,Fortuna,US,40.5982,-124.1573,16.48,7.72,1703717214,82,100,overcast clouds,61.664
444,Bokoro,TD,12.3807,17.0568,20.54,4.82,1703717323,22,84,broken clouds,68.97200000000001
449,Eastman,US,32.1977,-83.1777,16.87,2.73,1703717324,49,100,overcast clouds,62.366
451,Newman,US,37.3138,-121.0208,16.83,2.27,1703717325,63,100,overcast clouds,62.294
454,Heyuan,CN,23.7333,114.6833,12.55,1.74,1703717325,61,34,scattered clouds,54.59
458,Saint-Philippe,RE,-21.3585,55.7679,21.77,3.05,1703717326,70,19,few clouds,71.186
459,Turan,VN,16.0678,108.2208,19.99,0.0,1703717326,100,75,broken clouds,67.982
461,Ataq,YE,14.5377,46.8319,17.3,0.92,1703717326,42,83,broken clouds,63.14
462,Kas,TR,36.2018,29.6377,15.4,2.85,1703717327,51,0,clear sky,59.72
463,Golāghāt,IN,26.5167,93.9667,14.16,0.3,1703717327,76,0,clear sky,57.488
472,Tortolì,IT,39.9256,9.6572,11.55,1.55,1703717329,86,7,clear sky,52.790000000000006
478,Antofagasta,CL,-23.65,-70.4,20.6,2.55,1703717266,74,76,broken clouds,69.08000000000001
479,Al Kharj,SA,24.155,47.3346,17.12,2.83,1703717330,46,37,scattered clouds,62.816
488,Timizart,DZ,36.8,4.2667,12.05,1.73,1703717332,56,66,broken clouds,53.69
494,Machico,PT,32.7,-16.7667,20.0,5.75,1703717333,90,100,overcast clouds,68.0
497,Nova Sintra,CV,14.8667,-24.7167,21.68,6.82,1703717334,78,91,overcast clouds,71.024
498,At Tāj,LY,24.2049,23.2857,10.84,3.56,1703717334,56,0,clear sky,51.512
505,Adrar,MR,20.5022,-10.0711,21.36,3.89,1703717335,11,0,clear sky,70.44800000000001
507,Kidal,ML,18.4411,1.4078,19.58,3.82,1703717336,14,96,overcast clouds,67.244
508,Mwene-Ditu,CD,-7.0,23.45,18.45,1.55,1703717336,99,100,light rain,65.21000000000001
509,Richards Bay,ZA,-28.783,32.0377,17.35,0.99,1703717337,84,29,scattered clouds,63.230000000000004
511,Chachapoyas,PE,-6.2317,-77.869,13.06,0.95,1703717337,98,100,light rain,55.508
512,Saint-Joseph,RE,-21.3667,55.6167,21.21,3.23,1703717337,62,11,few clouds,70.178
526,Katsuren-haebaru,JP,26.3369,127.8719,21.01,3.09,1703717340,68,75,light rain,69.81800000000001
529,Alpine,US,32.835,-116.7664,19.97,1.79,1703717168,56,0,clear sky,67.946
530,Jieshi,CN,22.8134,115.8257,17.96,5.03,1703717341,78,100,light rain,64.328
531,Bardai,NG,11.65,7.2333,15.96,4.37,1703717341,22,29,scattered clouds,60.728
533,Masterton,NZ,-40.9597,175.6575,20.49,3.28,1703717341,63,100,overcast clouds,68.882
535,Yanchep,AU,-31.55,115.6833,20.53,6.11,1703717342,66,91,overcast clouds,68.95400000000001
536,Blythe,US,33.6103,-114.5964,18.19,2.37,1703717320,15,99,overcast clouds,64.742
537,Guerrero Negro,MX,27.9769,-114.0611,21.32,5.39,1703717342,33,52,broken clouds,70.376
541,Smiths,US,32.5401,-85.0985,15.42,1.84,1703717043,60,100,overcast clouds,59.756
545,Taltal,CL,-25.4,-70.4833,19.69,1.44,1703717238,74,44,scattered clouds,67.44200000000001
549,Pacocha,PE,-17.5833,-71.3333,20.45,1.47,1703717345,87,63,broken clouds,68.81
557,Thames,NZ,-37.1333,175.5333,22.09,3.37,1703717347,67,90,overcast clouds,71.762
558,Bāqa el Gharbīya,IL,32.4181,35.0431,14.66,1.89,1703717347,75,70,light rain,58.388000000000005
563,Río Gallegos,AR,-51.6226,-69.2181,14.03,17.49,1703717348,28,0,clear sky,57.254
567,Lata,PT,40.1629,-8.3327,12.26,2.07,1703717349,85,100,overcast clouds,54.068
568,Morehead City,US,34.7229,-76.726,18.88,1.79,1703717349,86,99,overcast clouds,65.98400000000001
572,Tougue,GN,11.4667,-11.6,20.34,0.49,1703717350,15,21,few clouds,68.612
577,Fort Bragg,US,35.139,-79.006,17.91,5.14,1703717351,90,40,scattered clouds,64.238
578,Djibo,BF,14.1022,-1.6306,20.64,3.97,1703717351,13,11,few clouds,69.152
579,Gwadar,PK,25.1216,62.3254,22.08,1.93,1703717352,75,16,few clouds,71.744
581,Pampas,PE,-12.4,-74.9,12.09,2.98,1703717352,85,99,overcast clouds,53.762
